INSERT INTO CircuitoB.Turno (Fecha, Hora, LugarDeAtencion_id,  Paciente_id, TurnoStatus) VALUES 
('2024-05-11', '03:00:00', 5,  NULL,  1),
('2024-05-11', '03:30:00', 1,  NULL,  1),
('2024-05-11', '03:30:00', 2,  NULL,  1),
('2024-05-11', '03:30:00', 3,  NULL,  1),
('2024-05-11', '03:30:00', 4,  NULL,  1),
('2024-05-11', '03:30:00', 5,  NULL,  1),
('2024-05-11', '04:00:00', 1,  NULL,  1),
('2024-05-11', '04:00:00', 2,  NULL,  1),
('2024-05-11', '04:00:00', 3,  NULL,  1),
('2024-05-11', '04:00:00', 4,  NULL,  1),
('2024-05-11', '04:00:00', 5,  NULL,  1),
('2024-05-11', '04:30:00', 1,  NULL,  1),
('2024-05-11', '04:30:00', 2,  NULL,  1),
('2024-05-11', '04:30:00', 3,  NULL,  1),
('2024-05-11', '04:30:00', 4,  NULL,  1),
('2024-05-11', '04:30:00', 5,  NULL,  1),
('2024-05-11', '05:00:00', 1,  NULL,  1),
('2024-05-11', '05:00:00', 2,  NULL,  1),
('2024-05-11', '05:00:00', 3,  NULL,  1),
('2024-05-11', '05:00:00', 4,  NULL,  1),
('2024-05-11', '05:00:00', 5,  NULL,  1),
('2024-05-11', '05:30:00', 1,  NULL,  1),
('2024-05-11', '05:30:00', 2,  NULL,  1),
('2024-05-11', '05:30:00', 3,  NULL,  1),
('2024-05-11', '05:30:00', 4,  NULL,  1),
('2024-05-11', '05:30:00', 5,  NULL,  1),
('2024-05-11', '06:00:00', 1,  NULL,  1),
('2024-05-11', '06:00:00', 2,  NULL,  1),
('2024-05-11', '06:00:00', 3,  NULL,  1),
('2024-05-11', '06:00:00', 4,  NULL,  1),
('2024-05-11', '06:00:00', 5,  NULL,  1),
('2024-05-11', '06:30:00', 1,  NULL,  1),
('2024-05-11', '06:30:00', 2,  NULL,  1),
('2024-05-11', '06:30:00', 3,  NULL,  1),
('2024-05-11', '06:30:00', 4,  NULL,  1),
('2024-05-11', '06:30:00', 5,  NULL,  1),
('2024-05-11', '07:00:00', 1,  NULL,  1),
('2024-05-11', '07:00:00', 2,  NULL,  1),
('2024-05-11', '07:00:00', 3,  NULL,  1),
('2024-05-11', '07:00:00', 4,  NULL,  1),
('2024-05-11', '07:00:00', 5,  NULL,  1),
('2024-05-11', '07:30:00', 1,  NULL,  1),
('2024-05-11', '07:30:00', 2,  NULL,  1),
('2024-05-11', '07:30:00', 3,  NULL,  1),
('2024-05-11', '07:30:00', 4,  NULL,  1),
('2024-05-11', '07:30:00', 5,  NULL,  1),
('2024-05-11', '08:00:00', 1,  NULL,  1),
('2024-05-11', '08:00:00', 2,  NULL,  1),
('2024-05-11', '08:00:00', 3,  NULL,  1),
('2024-05-11', '08:00:00', 4,  NULL,  1),
('2024-05-11', '08:00:00', 5,  NULL,  1),
('2024-05-11', '08:30:00', 1,  NULL,  1),
('2024-05-11', '08:30:00', 2,  NULL,  1),
('2024-05-11', '08:30:00', 3,  NULL,  1),
('2024-05-11', '08:30:00', 4,  NULL,  1),
('2024-05-11', '08:30:00', 5,  NULL,  1),
('2024-05-11', '09:00:00', 1,  NULL,  1),
('2024-05-11', '09:00:00', 2,  NULL,  1),
('2024-05-11', '09:00:00', 3,  NULL,  1),
('2024-05-11', '09:00:00', 4,  NULL,  1),
('2024-05-11', '09:00:00', 5,  NULL,  1),
('2024-05-11', '09:30:00', 1,  NULL,  1),
('2024-05-11', '09:30:00', 2,  NULL,  1),
('2024-05-11', '09:30:00', 3,  NULL,  1),
('2024-05-11', '09:30:00', 4,  NULL,  1),
('2024-05-11', '09:30:00', 5,  NULL,  1),
('2024-05-11', '10:00:00', 1,  NULL,  1),
('2024-05-11', '10:00:00', 2,  NULL,  1),
('2024-05-11', '10:00:00', 3,  NULL,  1),
('2024-05-11', '10:00:00', 4,  NULL,  1),
('2024-05-11', '10:00:00', 5,  NULL,  1),
('2024-05-11', '10:30:00', 1,  NULL,  1),
('2024-05-11', '10:30:00', 2,  NULL,  1),
('2024-05-11', '10:30:00', 3,  NULL,  1),
('2024-05-11', '10:30:00', 4,  NULL,  1),
('2024-05-11', '10:30:00', 5,  NULL,  1),
('2024-05-11', '11:00:00', 1,  NULL,  1),
('2024-05-11', '11:00:00', 2,  NULL,  1),
('2024-05-11', '11:00:00', 3,  NULL,  1),
('2024-05-11', '11:00:00', 4,  NULL,  1),
('2024-05-11', '11:00:00', 5,  NULL,  1),
('2024-05-11', '11:30:00', 1,  NULL,  1),
('2024-05-11', '11:30:00', 2,  NULL,  1),
('2024-05-11', '11:30:00', 3,  NULL,  1),
('2024-05-11', '11:30:00', 4,  NULL,  1),
('2024-05-11', '11:30:00', 5,  NULL,  1),
('2024-05-11', '12:00:00', 1,  NULL,  1),
('2024-05-11', '12:00:00', 2,  NULL,  1),
('2024-05-11', '12:00:00', 3,  NULL,  1),
('2024-05-11', '12:00:00', 4,  NULL,  1),
('2024-05-11', '12:00:00', 5,  NULL,  1),
('2024-05-11', '12:30:00', 1,  NULL,  1),
('2024-05-11', '12:30:00', 2,  NULL,  1),
('2024-05-11', '12:30:00', 3,  NULL,  1),
('2024-05-11', '12:30:00', 4,  NULL,  1),
('2024-05-11', '12:30:00', 5,  NULL,  1),
('2024-05-11', '13:00:00', 1,  NULL,  1),
('2024-05-11', '13:00:00', 2,  NULL,  1),
('2024-05-11', '13:00:00', 3,  NULL,  1),
('2024-05-11', '13:00:00', 4,  NULL,  1),
('2024-05-11', '13:00:00', 5,  NULL,  1),
('2024-05-11', '13:30:00', 1,  NULL,  1),
('2024-05-11', '13:30:00', 2,  NULL,  1),
('2024-05-11', '13:30:00', 3,  NULL,  1),
('2024-05-11', '13:30:00', 4,  NULL,  1),
('2024-05-11', '13:30:00', 5,  NULL,  1),
('2024-05-11', '14:00:00', 1,  NULL,  1),
('2024-05-11', '14:00:00', 2,  NULL,  1),
('2024-05-11', '14:00:00', 3,  NULL,  1),
('2024-05-11', '14:00:00', 4,  NULL,  1),
('2024-05-11', '14:00:00', 5,  NULL,  1),
('2024-05-11', '14:30:00', 1,  NULL,  1),
('2024-05-11', '14:30:00', 2,  NULL,  1),
('2024-05-11', '14:30:00', 3,  NULL,  1),
('2024-05-11', '14:30:00', 4,  NULL,  1),
('2024-05-11', '14:30:00', 5,  NULL,  1),
('2024-05-11', '15:00:00', 1,  NULL,  1),
('2024-05-11', '15:00:00', 2,  NULL,  1),
('2024-05-11', '15:00:00', 3,  NULL,  1),
('2024-05-11', '15:00:00', 4,  NULL,  1),
('2024-05-11', '15:00:00', 5,  NULL,  1),
('2024-05-11', '15:30:00', 1,  NULL,  1),
('2024-05-11', '15:30:00', 2,  NULL,  1),
('2024-05-11', '15:30:00', 3,  NULL,  1),
('2024-05-11', '15:30:00', 4,  NULL,  1),
('2024-05-11', '15:30:00', 5,  NULL,  1),
('2024-05-11', '16:00:00', 1,  NULL,  1),
('2024-05-11', '16:00:00', 2,  NULL,  1),
('2024-05-11', '16:00:00', 3,  NULL,  1),
('2024-05-11', '16:00:00', 4,  NULL,  1),
('2024-05-11', '16:00:00', 5,  NULL,  1),
('2024-05-11', '16:30:00', 1,  NULL,  1),
('2024-05-11', '16:30:00', 2,  NULL,  1),
('2024-05-11', '16:30:00', 3,  NULL,  1),
('2024-05-11', '16:30:00', 4,  NULL,  1),
('2024-05-11', '16:30:00', 5,  NULL,  1),
('2024-05-11', '17:00:00', 1,  NULL,  1),
('2024-05-11', '17:00:00', 2,  NULL,  1),
('2024-05-11', '17:00:00', 3,  NULL,  1),
('2024-05-11', '17:00:00', 4,  NULL,  1),
('2024-05-11', '17:00:00', 5,  NULL,  1),
('2024-05-11', '17:30:00', 1,  NULL,  1),
('2024-05-11', '17:30:00', 2,  NULL,  1),
('2024-05-11', '17:30:00', 3,  NULL,  1),
('2024-05-11', '17:30:00', 4,  NULL,  1),
('2024-05-11', '17:30:00', 5,  NULL,  1),
('2024-05-11', '18:00:00', 1,  NULL,  1),
('2024-05-11', '18:00:00', 2,  NULL,  1),
('2024-05-11', '18:00:00', 3,  NULL,  1),
('2024-05-11', '18:00:00', 4,  NULL,  1),
('2024-05-11', '18:00:00', 5,  NULL,  1),
('2024-05-11', '18:30:00', 1,  NULL,  1),
('2024-05-11', '18:30:00', 2,  NULL,  1),
('2024-05-11', '18:30:00', 3,  NULL,  1),
('2024-05-11', '18:30:00', 4,  NULL,  1),
('2024-05-11', '18:30:00', 5,  NULL,  1),
('2024-05-11', '19:00:00', 1,  NULL,  1),
('2024-05-11', '19:00:00', 2,  NULL,  1),
('2024-05-11', '19:00:00', 3,  NULL,  1),
('2024-05-11', '19:00:00', 4,  NULL,  1),
('2024-05-11', '19:00:00', 5,  NULL,  1),
('2024-05-11', '19:30:00', 1,  NULL,  1),
('2024-05-11', '19:30:00', 2,  NULL,  1),
('2024-05-11', '19:30:00', 3,  NULL,  1),
('2024-05-11', '19:30:00', 4,  NULL,  1),
('2024-05-11', '19:30:00', 5,  NULL,  1),
('2024-05-11', '20:00:00', 1,  NULL,  1),
('2024-05-11', '20:00:00', 2,  NULL,  1),
('2024-05-11', '20:00:00', 3,  NULL,  1),
('2024-05-11', '20:00:00', 4,  NULL,  1),
('2024-05-11', '20:00:00', 5,  NULL,  1),
('2024-05-11', '20:30:00', 1,  NULL,  1),
('2024-05-11', '20:30:00', 2,  NULL,  1),
('2024-05-11', '20:30:00', 3,  NULL,  1),
('2024-05-11', '20:30:00', 4,  NULL,  1),
('2024-05-11', '20:30:00', 5,  NULL,  1),
('2024-05-11', '21:00:00', 1,  NULL,  1),
('2024-05-11', '21:00:00', 2,  NULL,  1),
('2024-05-11', '21:00:00', 3,  NULL,  1),
('2024-05-11', '21:00:00', 4,  NULL,  1),
('2024-05-11', '21:00:00', 5,  NULL,  1),
('2024-05-11', '21:30:00', 1,  NULL,  1),
('2024-05-11', '21:30:00', 2,  NULL,  1),
('2024-05-11', '21:30:00', 3,  NULL,  1),
('2024-05-11', '21:30:00', 4,  NULL,  1),
('2024-05-11', '21:30:00', 5,  NULL,  1),
('2024-05-11', '22:00:00', 1,  NULL,  1),
('2024-05-11', '22:00:00', 2,  NULL,  1),
('2024-05-11', '22:00:00', 3,  NULL,  1),
('2024-05-11', '22:00:00', 4,  NULL,  1),
('2024-05-11', '22:00:00', 5,  NULL,  1),
('2024-05-11', '22:30:00', 1,  NULL,  1),
('2024-05-11', '22:30:00', 2,  NULL,  1),
('2024-05-11', '22:30:00', 3,  NULL,  1),
('2024-05-11', '22:30:00', 4,  NULL,  1),
('2024-05-11', '22:30:00', 5,  NULL,  1),
('2024-05-11', '23:00:00', 1,  NULL,  1),
('2024-05-11', '23:00:00', 2,  NULL,  1),
('2024-05-11', '23:00:00', 3,  NULL,  1),
('2024-05-11', '23:00:00', 4,  NULL,  1),
('2024-05-11', '23:00:00', 5,  NULL,  1),
('2024-05-11', '23:30:00', 1,  NULL,  1),
('2024-05-11', '23:30:00', 2,  NULL,  1),
('2024-05-11', '23:30:00', 3,  NULL,  1),
('2024-05-11', '23:30:00', 4,  NULL,  1),
('2024-05-11', '23:30:00', 5,  NULL,  1),
('2024-05-12', '00:00:00', 1,  NULL,  1),
('2024-05-12', '00:00:00', 2,  NULL,  1),
('2024-05-12', '00:00:00', 3,  NULL,  1),
('2024-05-12', '00:00:00', 4,  NULL,  1),
('2024-05-12', '00:00:00', 5,  NULL,  1),
('2024-05-12', '00:30:00', 1,  NULL,  1),
('2024-05-12', '00:30:00', 2,  NULL,  1),
('2024-05-12', '00:30:00', 3,  NULL,  1),
('2024-05-12', '00:30:00', 4,  NULL,  1),
('2024-05-12', '00:30:00', 5,  NULL,  1),
('2024-05-12', '01:00:00', 1,  NULL,  1),
('2024-05-12', '01:00:00', 2,  NULL,  1),
('2024-05-12', '01:00:00', 3,  NULL,  1),
('2024-05-12', '01:00:00', 4,  NULL,  1),
('2024-05-12', '01:00:00', 5,  NULL,  1),
('2024-05-12', '01:30:00', 1,  NULL,  1),
('2024-05-12', '01:30:00', 2,  NULL,  1),
('2024-05-12', '01:30:00', 3,  NULL,  1),
('2024-05-12', '01:30:00', 4,  NULL,  1),
('2024-05-12', '01:30:00', 5,  NULL,  1),
('2024-05-12', '02:00:00', 1,  NULL,  1),
('2024-05-12', '02:00:00', 2,  NULL,  1),
('2024-05-12', '02:00:00', 3,  NULL,  1),
('2024-05-12', '02:00:00', 4,  NULL,  1),
('2024-05-12', '02:00:00', 5,  NULL,  1),
('2024-05-12', '02:30:00', 1,  NULL,  1),
('2024-05-12', '02:30:00', 2,  NULL,  1),
('2024-05-12', '02:30:00', 3,  NULL,  1),
('2024-05-12', '02:30:00', 4,  NULL,  1),
('2024-05-12', '02:30:00', 5,  NULL,  1),
('2024-05-12', '03:00:00', 1,  NULL,  1),
('2024-05-12', '03:00:00', 2,  NULL,  1),
('2024-05-12', '03:00:00', 3,  NULL,  1),
('2024-05-12', '03:00:00', 4,  NULL,  1),
('2024-05-12', '03:00:00', 5,  NULL,  1),
('2024-05-12', '03:30:00', 1,  NULL,  1),
('2024-05-12', '03:30:00', 2,  NULL,  1),
('2024-05-12', '03:30:00', 3,  NULL,  1),
('2024-05-12', '03:30:00', 4,  NULL,  1),
('2024-05-12', '03:30:00', 5,  NULL,  1),
('2024-05-12', '04:00:00', 1,  NULL,  1),
('2024-05-12', '04:00:00', 2,  NULL,  1),
('2024-05-12', '04:00:00', 3,  NULL,  1),
('2024-05-12', '04:00:00', 4,  NULL,  1),
('2024-05-12', '04:00:00', 5,  NULL,  1),
('2024-05-12', '04:30:00', 1,  NULL,  1),
('2024-05-12', '04:30:00', 2,  NULL,  1),
('2024-05-12', '04:30:00', 3,  NULL,  1),
('2024-05-12', '04:30:00', 4,  NULL,  1),
('2024-05-12', '04:30:00', 5,  NULL,  1),
('2024-05-12', '05:00:00', 1,  NULL,  1),
('2024-05-12', '05:00:00', 2,  NULL,  1),
('2024-05-12', '05:00:00', 3,  NULL,  1),
('2024-05-12', '05:00:00', 4,  NULL,  1),
('2024-05-12', '05:00:00', 5,  NULL,  1),
('2024-05-12', '05:30:00', 1,  NULL,  1),
('2024-05-12', '05:30:00', 2,  NULL,  1),
('2024-05-12', '05:30:00', 3,  NULL,  1),
('2024-05-12', '05:30:00', 4,  NULL,  1),
('2024-05-12', '05:30:00', 5,  NULL,  1),
('2024-05-12', '06:00:00', 1,  NULL,  1),
('2024-05-12', '06:00:00', 2,  NULL,  1),
('2024-05-12', '06:00:00', 3,  NULL,  1),
('2024-05-12', '06:00:00', 4,  NULL,  1),
('2024-05-12', '06:00:00', 5,  NULL,  1),
('2024-05-12', '06:30:00', 1,  NULL,  1),
('2024-05-12', '06:30:00', 2,  NULL,  1),
('2024-05-12', '06:30:00', 3,  NULL,  1),
('2024-05-12', '06:30:00', 4,  NULL,  1),
('2024-05-12', '06:30:00', 5,  NULL,  1),
('2024-05-12', '07:00:00', 1,  NULL,  1),
('2024-05-12', '07:00:00', 2,  NULL,  1),
('2024-05-12', '07:00:00', 3,  NULL,  1),
('2024-05-12', '07:00:00', 4,  NULL,  1),
('2024-05-12', '07:00:00', 5,  NULL,  1),
('2024-05-12', '07:30:00', 1,  NULL,  1),
('2024-05-12', '07:30:00', 2,  NULL,  1),
('2024-05-12', '07:30:00', 3,  NULL,  1),
('2024-05-12', '07:30:00', 4,  NULL,  1),
('2024-05-12', '07:30:00', 5,  NULL,  1),
('2024-05-12', '08:00:00', 1,  NULL,  1),
('2024-05-12', '08:00:00', 2,  NULL,  1),
('2024-05-12', '08:00:00', 3,  NULL,  1),
('2024-05-12', '08:00:00', 4,  NULL,  1),
('2024-05-12', '08:00:00', 5,  NULL,  1),
('2024-05-12', '08:30:00', 1,  NULL,  1),
('2024-05-12', '08:30:00', 2,  NULL,  1),
('2024-05-12', '08:30:00', 3,  NULL,  1),
('2024-05-12', '08:30:00', 4,  NULL,  1),
('2024-05-12', '08:30:00', 5,  NULL,  1),
('2024-05-12', '09:00:00', 1,  NULL,  1),
('2024-05-12', '09:00:00', 2,  NULL,  1),
('2024-05-12', '09:00:00', 3,  NULL,  1),
('2024-05-12', '09:00:00', 4,  NULL,  1),
('2024-05-12', '09:00:00', 5,  NULL,  1),
('2024-05-12', '09:30:00', 1,  NULL,  1),
('2024-05-12', '09:30:00', 2,  NULL,  1),
('2024-05-12', '09:30:00', 3,  NULL,  1),
('2024-05-12', '09:30:00', 4,  NULL,  1),
('2024-05-12', '09:30:00', 5,  NULL,  1),
('2024-05-12', '10:00:00', 1,  NULL,  1),
('2024-05-12', '10:00:00', 2,  NULL,  1),
('2024-05-12', '10:00:00', 3,  NULL,  1),
('2024-05-12', '10:00:00', 4,  NULL,  1),
('2024-05-12', '10:00:00', 5,  NULL,  1),
('2024-05-12', '10:30:00', 1,  NULL,  1),
('2024-05-12', '10:30:00', 2,  NULL,  1),
('2024-05-12', '10:30:00', 3,  NULL,  1),
('2024-05-12', '10:30:00', 4,  NULL,  1),
('2024-05-12', '10:30:00', 5,  NULL,  1),
('2024-05-12', '11:00:00', 1,  NULL,  1),
('2024-05-12', '11:00:00', 2,  NULL,  1),
('2024-05-12', '11:00:00', 3,  NULL,  1),
('2024-05-12', '11:00:00', 4,  NULL,  1),
('2024-05-12', '11:00:00', 5,  NULL,  1),
('2024-05-12', '11:30:00', 1,  NULL,  1),
('2024-05-12', '11:30:00', 2,  NULL,  1),
('2024-05-12', '11:30:00', 3,  NULL,  1),
('2024-05-12', '11:30:00', 4,  NULL,  1),
('2024-05-12', '11:30:00', 5,  NULL,  1),
('2024-05-12', '12:00:00', 1,  NULL,  1),
('2024-05-12', '12:00:00', 2,  NULL,  1),
('2024-05-12', '12:00:00', 3,  NULL,  1),
('2024-05-12', '12:00:00', 4,  NULL,  1),
('2024-05-12', '12:00:00', 5,  NULL,  1),
('2024-05-12', '12:30:00', 1,  NULL,  1),
('2024-05-12', '12:30:00', 2,  NULL,  1),
('2024-05-12', '12:30:00', 3,  NULL,  1),
('2024-05-12', '12:30:00', 4,  NULL,  1),
('2024-05-12', '12:30:00', 5,  NULL,  1),
('2024-05-12', '13:00:00', 1,  NULL,  1),
('2024-05-12', '13:00:00', 2,  NULL,  1),
('2024-05-12', '13:00:00', 3,  NULL,  1),
('2024-05-12', '13:00:00', 4,  NULL,  1),
('2024-05-12', '13:00:00', 5,  NULL,  1),
('2024-05-12', '13:30:00', 1,  NULL,  1),
('2024-05-12', '13:30:00', 2,  NULL,  1),
('2024-05-12', '13:30:00', 3,  NULL,  1),
('2024-05-12', '13:30:00', 4,  NULL,  1),
('2024-05-12', '13:30:00', 5,  NULL,  1),
('2024-05-12', '14:00:00', 1,  NULL,  1),
('2024-05-12', '14:00:00', 2,  NULL,  1),
('2024-05-12', '14:00:00', 3,  NULL,  1),
('2024-05-12', '14:00:00', 4,  NULL,  1),
('2024-05-12', '14:00:00', 5,  NULL,  1),
('2024-05-12', '14:30:00', 1,  NULL,  1),
('2024-05-12', '14:30:00', 2,  NULL,  1),
('2024-05-12', '14:30:00', 3,  NULL,  1),
('2024-05-12', '14:30:00', 4,  NULL,  1),
('2024-05-12', '14:30:00', 5,  NULL,  1),
('2024-05-12', '15:00:00', 1,  NULL,  1),
('2024-05-12', '15:00:00', 2,  NULL,  1),
('2024-05-12', '15:00:00', 3,  NULL,  1),
('2024-05-12', '15:00:00', 4,  NULL,  1),
('2024-05-12', '15:00:00', 5,  NULL,  1),
('2024-05-12', '15:30:00', 1,  NULL,  1),
('2024-05-12', '15:30:00', 2,  NULL,  1),
('2024-05-12', '15:30:00', 3,  NULL,  1),
('2024-05-12', '15:30:00', 4,  NULL,  1),
('2024-05-12', '15:30:00', 5,  NULL,  1),
('2024-05-12', '16:00:00', 1,  NULL,  1),
('2024-05-12', '16:00:00', 2,  NULL,  1),
('2024-05-12', '16:00:00', 3,  NULL,  1),
('2024-05-12', '16:00:00', 4,  NULL,  1),
('2024-05-12', '16:00:00', 5,  NULL,  1),
('2024-05-12', '16:30:00', 1,  NULL,  1),
('2024-05-12', '16:30:00', 2,  NULL,  1),
('2024-05-12', '16:30:00', 3,  NULL,  1),
('2024-05-12', '16:30:00', 4,  NULL,  1),
('2024-05-12', '16:30:00', 5,  NULL,  1),
('2024-05-12', '17:00:00', 1,  NULL,  1),
('2024-05-12', '17:00:00', 2,  NULL,  1),
('2024-05-12', '17:00:00', 3,  NULL,  1),
('2024-05-12', '17:00:00', 4,  NULL,  1),
('2024-05-12', '17:00:00', 5,  NULL,  1),
('2024-05-12', '17:30:00', 1,  NULL,  1),
('2024-05-12', '17:30:00', 2,  NULL,  1),
('2024-05-12', '17:30:00', 3,  NULL,  1),
('2024-05-12', '17:30:00', 4,  NULL,  1),
('2024-05-12', '17:30:00', 5,  NULL,  1),
('2024-05-12', '18:00:00', 1,  NULL,  1),
('2024-05-12', '18:00:00', 2,  NULL,  1),
('2024-05-12', '18:00:00', 3,  NULL,  1),
('2024-05-12', '18:00:00', 4,  NULL,  1),
('2024-05-12', '18:00:00', 5,  NULL,  1),
('2024-05-12', '18:30:00', 1,  NULL,  1),
('2024-05-12', '18:30:00', 2,  NULL,  1),
('2024-05-12', '18:30:00', 3,  NULL,  1),
('2024-05-12', '18:30:00', 4,  NULL,  1),
('2024-05-12', '18:30:00', 5,  NULL,  1),
('2024-05-12', '19:00:00', 1,  NULL,  1),
('2024-05-12', '19:00:00', 2,  NULL,  1),
('2024-05-12', '19:00:00', 3,  NULL,  1),
('2024-05-12', '19:00:00', 4,  NULL,  1),
('2024-05-12', '19:00:00', 5,  NULL,  1),
('2024-05-12', '19:30:00', 1,  NULL,  1),
('2024-05-12', '19:30:00', 2,  NULL,  1),
('2024-05-12', '19:30:00', 3,  NULL,  1),
('2024-05-12', '19:30:00', 4,  NULL,  1),
('2024-05-12', '19:30:00', 5,  NULL,  1),
('2024-05-12', '20:00:00', 1,  NULL,  1),
('2024-05-12', '20:00:00', 2,  NULL,  1),
('2024-05-12', '20:00:00', 3,  NULL,  1),
('2024-05-12', '20:00:00', 4,  NULL,  1),
('2024-05-12', '20:00:00', 5,  NULL,  1),
('2024-05-12', '20:30:00', 1,  NULL,  1),
('2024-05-12', '20:30:00', 2,  NULL,  1),
('2024-05-12', '20:30:00', 3,  NULL,  1),
('2024-05-12', '20:30:00', 4,  NULL,  1),
('2024-05-12', '20:30:00', 5,  NULL,  1),
('2024-05-12', '21:00:00', 1,  NULL,  1),
('2024-05-12', '21:00:00', 2,  NULL,  1),
('2024-05-12', '21:00:00', 3,  NULL,  1),
('2024-05-12', '21:00:00', 4,  NULL,  1),
('2024-05-12', '21:00:00', 5,  NULL,  1),
('2024-05-12', '21:30:00', 1,  NULL,  1),
('2024-05-12', '21:30:00', 2,  NULL,  1),
('2024-05-12', '21:30:00', 3,  NULL,  1),
('2024-05-12', '21:30:00', 4,  NULL,  1),
('2024-05-12', '21:30:00', 5,  NULL,  1),
('2024-05-12', '22:00:00', 1,  NULL,  1),
('2024-05-12', '22:00:00', 2,  NULL,  1),
('2024-05-12', '22:00:00', 3,  NULL,  1),
('2024-05-12', '22:00:00', 4,  NULL,  1),
('2024-05-12', '22:00:00', 5,  NULL,  1),
('2024-05-12', '22:30:00', 1,  NULL,  1),
('2024-05-12', '22:30:00', 2,  NULL,  1),
('2024-05-12', '22:30:00', 3,  NULL,  1),
('2024-05-12', '22:30:00', 4,  NULL,  1),
('2024-05-12', '22:30:00', 5,  NULL,  1),
('2024-05-12', '23:00:00', 1,  NULL,  1),
('2024-05-12', '23:00:00', 2,  NULL,  1),
('2024-05-12', '23:00:00', 3,  NULL,  1),
('2024-05-12', '23:00:00', 4,  NULL,  1),
('2024-05-12', '23:00:00', 5,  NULL,  1),
('2024-05-12', '23:30:00', 1,  NULL,  1),
('2024-05-12', '23:30:00', 2,  NULL,  1),
('2024-05-12', '23:30:00', 3,  NULL,  1),
('2024-05-12', '23:30:00', 4,  NULL,  1),
('2024-05-12', '23:30:00', 5,  NULL,  1),
('2024-05-13', '00:00:00', 1,  NULL,  1),
('2024-05-13', '00:00:00', 2,  NULL,  1),
('2024-05-13', '00:00:00', 3,  NULL,  1),
('2024-05-13', '00:00:00', 4,  NULL,  1),
('2024-05-13', '00:00:00', 5,  NULL,  1),
('2024-05-13', '00:30:00', 1,  NULL,  1),
('2024-05-13', '00:30:00', 2,  NULL,  1),
('2024-05-13', '00:30:00', 3,  NULL,  1),
('2024-05-13', '00:30:00', 4,  NULL,  1),
('2024-05-13', '00:30:00', 5,  NULL,  1),
('2024-05-13', '01:00:00', 1,  NULL,  1),
('2024-05-13', '01:00:00', 2,  NULL,  1),
('2024-05-13', '01:00:00', 3,  NULL,  1),
('2024-05-13', '01:00:00', 4,  NULL,  1),
('2024-05-13', '01:00:00', 5,  NULL,  1),
('2024-05-13', '01:30:00', 1,  NULL,  1),
('2024-05-13', '01:30:00', 2,  NULL,  1),
('2024-05-13', '01:30:00', 3,  NULL,  1),
('2024-05-13', '01:30:00', 4,  NULL,  1),
('2024-05-13', '01:30:00', 5,  NULL,  1),
('2024-05-13', '02:00:00', 1,  NULL,  1),
('2024-05-13', '02:00:00', 2,  NULL,  1),
('2024-05-13', '02:00:00', 3,  NULL,  1),
('2024-05-13', '02:00:00', 4,  NULL,  1),
('2024-05-13', '02:00:00', 5,  NULL,  1),
('2024-05-13', '02:30:00', 1,  NULL,  1),
('2024-05-13', '02:30:00', 2,  NULL,  1),
('2024-05-13', '02:30:00', 3,  NULL,  1),
('2024-05-13', '02:30:00', 4,  NULL,  1),
('2024-05-13', '02:30:00', 5,  NULL,  1),
('2024-05-13', '03:00:00', 1,  NULL,  1),
('2024-05-13', '03:00:00', 2,  NULL,  1),
('2024-05-13', '03:00:00', 3,  NULL,  1),
('2024-05-13', '03:00:00', 4,  NULL,  1),
('2024-05-13', '03:00:00', 5,  NULL,  1),
('2024-05-13', '03:30:00', 1,  NULL,  1),
('2024-05-13', '03:30:00', 2,  NULL,  1),
('2024-05-13', '03:30:00', 3,  NULL,  1),
('2024-05-13', '03:30:00', 4,  NULL,  1),
('2024-05-13', '03:30:00', 5,  NULL,  1),
('2024-05-13', '04:00:00', 1,  NULL,  1),
('2024-05-13', '04:00:00', 2,  NULL,  1),
('2024-05-13', '04:00:00', 3,  NULL,  1),
('2024-05-13', '04:00:00', 4,  NULL,  1),
('2024-05-13', '04:00:00', 5,  NULL,  1),
('2024-05-13', '04:30:00', 1,  NULL,  1),
('2024-05-13', '04:30:00', 2,  NULL,  1),
('2024-05-13', '04:30:00', 3,  NULL,  1),
('2024-05-13', '04:30:00', 4,  NULL,  1),
('2024-05-13', '04:30:00', 5,  NULL,  1),
('2024-05-13', '05:00:00', 1,  NULL,  1),
('2024-05-13', '05:00:00', 2,  NULL,  1),
('2024-05-13', '05:00:00', 3,  NULL,  1),
('2024-05-13', '05:00:00', 4,  NULL,  1),
('2024-05-13', '05:00:00', 5,  NULL,  1),
('2024-05-13', '05:30:00', 1,  NULL,  1),
('2024-05-13', '05:30:00', 2,  NULL,  1),
('2024-05-13', '05:30:00', 3,  NULL,  1),
('2024-05-13', '05:30:00', 4,  NULL,  1),
('2024-05-13', '05:30:00', 5,  NULL,  1),
('2024-05-13', '06:00:00', 1,  NULL,  1),
('2024-05-13', '06:00:00', 2,  NULL,  1),
('2024-05-13', '06:00:00', 3,  NULL,  1),
('2024-05-13', '06:00:00', 4,  NULL,  1),
('2024-05-13', '06:00:00', 5,  NULL,  1),
('2024-05-13', '06:30:00', 1,  NULL,  1),
('2024-05-13', '06:30:00', 2,  NULL,  1),
('2024-05-13', '06:30:00', 3,  NULL,  1),
('2024-05-13', '06:30:00', 4,  NULL,  1),
('2024-05-13', '06:30:00', 5,  NULL,  1),
